fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.9,0.5246768732889283,-1,361,50,0.0356839226986999,-1.0302161511979109,AB,1144,8329.857384431867,5877.681322762824,4753.8478889824655,1889,4,CD,99,0,BB,0,1,1,0,200.0,0,INTERNET,2.19719864702928,windows,1,1,0,3
0,0.2,0.7805852652673256,-1,28,30,0.0327461335431086,-0.9577738933532584,AB,739,4009.037661083965,3271.907560760056,3900.7899279971775,13,11,CA,107,1,BB,0,1,21,1,200.0,0,INTERNET,2.944807260276,windows,1,1,0,7
0,0.4,0.2972977957096254,33,15,30,19.74038627166871,-0.8600788496224943,AC,1540,9005.62855928663,5175.672098270034,5167.158652009242,0,13,CF,69,1,BC,0,1,-1,0,200.0,0,INTERNET,1.641834834228752,linux,0,1,0,2
0,0.5,0.1838523561145486,-1,137,30,0.0286236587348954,-0.7577886089504492,AB,3780,1115.409134529447,3707.116933072183,4891.790656204443,9,7,CA,241,0,BA,0,1,25,0,2000.0,0,INTERNET,4.361508468503701,linux,1,1,0,3
0,0.4,0.6183188518321013,-1,42,50,0.0191638577541607,44.480631948866986,AB,530,3468.209165175381,2930.3933717817945,3062.2499056397887,2,6,CA,215,1,BB,1,1,1,0,1000.0,0,INTERNET,2.5240739800745344,linux,1,1,0,7
0,0.2,0.7106941618337005,-1,86,30,0.0019701423618875,-0.9277531530738032,AB,1663,4372.038633320818,6489.321821819893,6756.320972708392,8,11,CB,138,0,BE,1,1,1,1,510.0,0,INTERNET,2.2358911912735246,other,1,1,0,0
0,0.5,0.4505524165308142,-1,85,20,0.0085514680653452,-0.8501346768615237,AC,2915,6784.845848978446,5061.924202466846,4701.704318480725,0,13,CA,174,0,BB,0,1,-1,1,500.0,0,INTERNET,20.2420037549584,other,0,0,0,4
0,0.9,0.8537476892471149,-1,33,30,0.0162903126075501,-0.1529144450737284,AD,1589,4783.899149828376,3950.429490144678,4336.734862939747,18,7,CA,299,1,BA,1,1,1,1,1500.0,1,INTERNET,3.033159436941629,linux,0,1,0,5
0,0.9,0.5590507385682209,-1,152,30,0.020171667648334,49.55445570564812,AB,1730,4322.654688087721,2159.419583093032,3111.550400387028,11,4,CB,216,0,BA,0,1,1,1,500.0,0,INTERNET,4.306714433697879,other,0,1,0,7
0,0.4,0.7034213839827422,-1,187,40,0.008528634197516,50.7828863123493,AA,2567,8467.279113600343,4477.655647267353,4959.246667281011,4,5,CA,207,0,BB,0,1,22,0,1500.0,0,INTERNET,2.3343434591109182,linux,0,1,0,3
0,0.3,0.0692073003879367,-1,108,30,0.0074143138607809,37.63844317857917,AA,2086,4289.696968306695,6570.853308180208,5110.476885475741,2,10,CA,101,0,BA,0,1,30,0,200.0,0,INTERNET,1.637985239371618,other,0,1,0,3
0,0.6000000000000001,0.7756430285873058,-1,134,40,0.0405414462345904,-0.2787267173543766,AD,1241,6735.42718641066,4895.801756698153,5862.611371724845,237,12,CA,349,0,BA,0,1,10,0,1500.0,0,INTERNET,3.069110701752166,windows,1,1,0,0
0,0.8,0.8370474582343427,-1,40,30,0.0360737002973787,17.91604361711421,AA,1776,12245.090564483236,5535.749374598566,5437.252279570189,232,4,CA,208,1,BB,1,1,26,0,1500.0,0,INTERNET,13.096262215539632,linux,0,1,0,2
0,0.9,0.145623645724085,-1,128,40,0.0358546440064386,-1.5645945811246609,AB,1206,4093.806212483676,3388.395371400312,3807.873735804624,2057,4,CA,203,1,BB,0,1,25,0,200.0,0,INTERNET,54.6959528215059,linux,1,1,0,6
0,0.9,0.7257593792219225,26,8,30,0.0137034934861927,-0.9749749268797826,AC,1055,4979.909308407321,4261.323888620755,4853.188305708771,0,8,CA,134,0,BC,0,1,-1,1,2000.0,0,INTERNET,9.082132019290183,other,0,1,0,3
0,0.9,0.7021244652121003,-1,18,50,0.0040162112212926,-0.9848356051082984,AD,1296,10896.422057005491,7080.036945951851,6434.615425463028,5,16,CB,129,1,BC,1,1,15,0,200.0,0,INTERNET,3.83466591318966,other,0,2,0,0
0,0.5,0.471267901583507,-1,188,10,6.465181680341241,-0.8006909982071946,AB,1788,6449.488262202289,4988.8718663042655,5361.108327993213,1,11,CD,198,1,BE,0,1,30,0,200.0,0,INTERNET,6.499623545573482,linux,1,1,0,1
0,0.8,0.078530022802818,-1,46,50,0.0168463605436455,31.615393324169297,AA,1114,2711.359231835596,3321.696567789754,5491.073334161822,1262,6,CA,84,0,BA,1,0,1,0,200.0,0,INTERNET,5.2510318272950665,windows,0,1,0,2
0,0.9,0.0479244581246632,-1,61,40,0.0029152846189898,21.655256810956093,AA,1327,7480.59071995712,6493.3696407351645,5272.70537361155,46,5,CA,88,0,BC,1,0,30,1,200.0,0,INTERNET,4.034216353952215,other,1,1,0,1
0,0.3,0.9897340096961044,-1,364,20,0.009998510963641,17.811014389030074,AA,1531,8908.786145246775,5550.283195613955,4151.356084399462,1372,5,CA,72,0,BE,0,1,10,0,200.0,0,INTERNET,2.0416658265396705,other,0,1,0,5
0,0.6000000000000001,0.8632734312258404,49,10,40,0.0169432067380776,15.665038511595338,AA,1081,4881.633348610157,3791.070386374376,5157.041620630859,2034,12,CB,110,0,BA,0,1,26,0,500.0,0,INTERNET,4.282967000158493,linux,1,1,0,3
0,0.9,0.7679427391914873,22,29,50,0.0245108311987172,-0.2876247024750539,AD,1365,10957.667739251166,7625.118774622339,5636.895529830998,4,8,CA,223,1,BC,1,1,15,1,1000.0,0,INTERNET,11.261733223742516,other,1,1,0,2
0,0.8,0.3066051819593634,-1,107,20,0.0145425589995305,30.86464902917576,AA,1041,4051.872356963523,3489.4303892292114,4261.624764464932,2,6,CA,182,0,BA,0,1,28,0,500.0,0,INTERNET,15.171401560644249,macintosh,0,1,0,6
0,0.8,0.1270354345716599,-1,39,50,0.0176172229599606,51.32497710670713,AA,714,7668.529890582336,3812.152853837238,6412.369049553248,7,3,CA,130,1,BE,1,1,11,0,200.0,0,INTERNET,5.904608771574428,linux,0,1,0,7
0,0.3,0.1049988842665626,58,16,20,0.0143660108494229,-1.135745437909836,AB,834,9407.421045547831,4735.156141590663,4344.679856992483,2,10,CA,129,1,BD,0,1,-1,0,200.0,0,INTERNET,37.12745827700151,linux,0,1,0,6
0,0.2,0.8010047821646806,-1,222,60,0.0325803013506094,-1.1528283245577675,AB,1704,7985.701915024083,4214.8756670140365,5122.623218093892,14,1,CC,177,0,BB,1,1,1,0,1000.0,0,INTERNET,4.5712614271274585,windows,1,1,0,3
0,0.8,0.1790778903906915,-1,31,40,0.0277660652391312,20.122434426920886,AA,899,11496.065668007215,8286.851155465669,6685.609582233578,249,18,CA,173,0,BC,1,1,30,0,1500.0,0,INTERNET,14.614541117869582,linux,1,1,0,0
0,0.1,0.5824924202697347,-1,33,50,0.0012286006923604,-0.7340904944524105,AB,841,4741.070182591698,8646.510258933662,4852.225064527293,297,5,CA,180,1,BB,1,1,10,1,500.0,0,INTERNET,3.936743969975312,windows,0,1,0,4
0,0.9,0.9216289641832254,-1,15,20,0.0204492326656739,-1.480875230052932,AB,1161,4297.236162039978,4621.166143705003,4347.921699863665,2,11,CC,230,1,BB,1,1,1,0,500.0,0,INTERNET,3.983011934510873,windows,0,1,0,6
0,0.1,0.3901441195149972,-1,98,30,0.0208700118466007,-0.9708492329486182,AC,941,5387.0433545944925,4731.444329842941,4942.314491584289,1,22,CA,21,1,BB,1,1,-1,0,200.0,0,INTERNET,6.130531077387452,windows,1,1,0,4
0,0.9,0.7397781791023718,-1,344,60,0.0110940634397006,14.752190100931408,AA,1943,8850.862211187918,4862.373997737035,5367.403332633206,1501,4,CA,18,0,BA,1,0,20,0,1500.0,0,INTERNET,5.186413797779203,linux,1,1,0,2
0,0.6000000000000001,0.8544080155095833,-1,266,40,0.0021069168360165,48.4543119324897,AA,2136,5999.236039406334,3948.713725707747,6021.311477052836,0,14,CA,178,1,BA,1,1,10,1,1500.0,0,INTERNET,2.4983755099781426,other,1,1,0,1
0,0.1,0.988988516615786,-1,51,30,0.0313877743590616,30.8266117471562,AA,719,5095.663398416889,3915.708402079263,3067.9273128608784,5,22,CA,236,0,BE,1,1,15,0,1500.0,0,INTERNET,2.441698211076422,windows,0,1,0,7
0,0.2,0.5757664179681705,-1,98,50,0.0122270035308813,-0.6499511129051629,AB,928,5142.013361193234,6034.35308666801,5201.127913112488,1451,11,CA,86,1,BB,1,1,29,1,200.0,0,INTERNET,1.854595409909361,other,1,1,0,2
0,0.2,0.5860627665410816,-1,248,20,0.0041732370748626,-1.109237729453068,AB,3110,6282.826317762922,5753.702641167464,5167.393258056314,7,21,CA,67,1,BC,0,1,28,0,200.0,0,INTERNET,7.230537545505878,linux,1,1,0,2
0,0.3,0.8855858385750921,203,5,50,0.0208774431218688,-0.7312030398740799,AD,1430,7391.762546605258,7375.376653657016,6732.050265279393,117,10,CA,79,1,BC,0,1,21,0,200.0,0,INTERNET,9.468643754786063,other,1,1,0,0
0,0.4,0.3341998775677936,249,36,10,0.0109109073346421,-1.1754063241691817,AC,2545,5599.4191687893335,2657.989522147316,4130.673208644361,0,11,CE,82,1,BC,0,1,-1,0,200.0,0,INTERNET,7.599059661438588,linux,0,1,0,5
0,0.6000000000000001,0.5877930426272505,-1,44,40,0.0113260918920574,-1.3493322458354997,AC,1374,6574.188732796002,4681.269609114296,6549.607592266832,1,6,CD,34,0,BB,0,1,-1,1,200.0,0,INTERNET,1.4346991184714242,other,1,1,0,0
0,0.4,0.1666235322544298,-1,77,40,0.0113326171794604,-1.4068673439663182,AC,1153,7855.496683269826,4888.406533786227,4211.988840241118,0,12,CA,82,0,BB,1,1,-1,1,200.0,0,INTERNET,1.641438179408147,linux,0,1,0,5
0,0.9,0.1229577442892025,-1,153,50,0.0048287489494589,-1.175656939439298,AB,1859,9109.376768816644,6650.93976734536,6055.656939890188,33,2,CA,95,1,BC,1,1,25,1,1500.0,0,INTERNET,0.9754199633376202,linux,1,1,0,0
0,0.8,0.872561904997126,-1,142,40,0.0197489137939689,-1.5736909158375871,AB,618,5712.5659574383935,2581.5563774809275,4239.518386581858,1,9,CB,172,0,BB,1,1,-1,0,200.0,0,INTERNET,0.9638457864900012,other,1,1,0,6
0,0.9,0.0985137365996086,-1,39,40,0.0221450636758373,-1.5401445087543566,AD,1015,7740.447580021951,6080.556338674215,6281.036401597781,28,6,CA,202,1,BD,1,1,30,0,1500.0,0,INTERNET,4.889689584062833,other,0,1,0,0
0,0.3,0.1130100279664562,-1,27,50,0.0333257911848398,47.936176630369474,AA,1798,8195.61683465184,4648.444243003734,6349.320254198218,18,7,CB,64,1,BE,1,1,28,1,200.0,0,INTERNET,1.2618180614418582,windows,1,1,0,0
0,0.4,0.3376763882222068,-1,95,30,0.025226793945772,-1.2878714842945138,AC,1058,6039.2676175534925,4718.011853367854,4175.150215778038,1,9,CF,85,1,BC,1,1,-1,0,200.0,0,INTERNET,2.3997705671430625,linux,1,1,0,4
0,0.1,0.5207442768791727,96,21,40,0.009929112092837,-0.3496116619512742,AB,611,4212.101444177285,7193.126779961723,5545.258048847055,681,5,CB,146,1,BB,0,1,31,0,200.0,0,INTERNET,6.517711586445648,linux,0,1,0,1
0,0.8,0.1120700883806707,29,0,30,0.0058385474921246,-1.1821894992135844,AD,213,4518.512018583457,3118.604542686698,3141.311635591165,6,11,CA,43,1,BC,1,1,28,0,200.0,0,INTERNET,11.025077815006696,linux,1,1,0,7
0,0.2,0.5823387562977375,-1,194,30,0.0016719111927244,-1.0526577630522704,AB,1592,9581.000998364769,5934.448913180375,5950.603988725499,6,14,CA,197,1,BC,0,1,31,0,1500.0,0,INTERNET,5.385002328940394,linux,0,1,0,0
0,0.3,0.6106537486122999,-1,145,50,0.0243473918271686,-0.6778293834257971,AB,922,8944.340046521833,6005.470796353327,6027.824303926181,1807,3,CC,80,0,BC,1,1,15,1,200.0,0,INTERNET,3.2810669559780443,windows,1,1,0,0
0,0.6000000000000001,0.901884404938534,-1,220,40,0.0307426148605797,97.51960347680678,AA,880,4484.355004720759,4338.398434770625,3101.6153140477622,508,6,CB,189,0,BA,1,1,2,1,500.0,0,INTERNET,1.534936368536404,windows,1,1,0,7
0,0.1,0.5220369692291796,-1,370,10,0.0006784155995447,-1.3402680728926155,AB,1154,7087.077182055853,4742.505602701579,5488.077967326181,8,9,CE,92,0,BE,1,1,1,0,200.0,0,INTERNET,3.5269544459078803,windows,0,1,0,1
0,0.8,0.120743398292638,-1,40,30,0.02347219067555,19.857490611499905,AA,753,7352.565876074321,3334.1177246797624,4293.769064158324,8,8,CB,221,0,BA,1,1,28,1,1000.0,1,INTERNET,3.4847290027829416,other,1,1,0,7
0,0.4,0.2834054075985185,57,5,30,0.0192358654970634,-1.194199264457092,AB,1288,2728.448446350701,5185.7338807342685,4249.073875746294,12,18,CA,89,1,BC,0,1,15,0,200.0,0,INTERNET,2.8306508111256443,macintosh,1,1,0,6
0,0.2,0.5005070174361872,-1,188,40,0.0142028333947621,-0.9070801556154504,AB,598,1251.6773204297697,2526.694397705905,4978.074871121463,8,6,CA,255,0,BA,1,1,25,0,1500.0,0,INTERNET,8.658067449436398,other,0,1,0,3
0,0.1,0.1238520212613089,-1,62,30,0.0181590605003515,47.784468393391606,AA,514,967.7288892877436,2992.779664726728,3832.0046544523066,1383,11,CA,109,1,BC,0,1,18,0,200.0,0,INTERNET,1.88427938708864,other,1,1,0,6
0,0.8,0.9967561092269684,34,158,40,0.0002859338125734,-1.799906362146959,AB,903,12145.500088335591,5340.369886447026,3842.330084869064,1,7,CB,197,0,BC,1,0,10,0,1000.0,0,INTERNET,4.301881916516931,linux,1,1,0,6
0,0.9,0.6510118782189561,-1,130,30,0.0235934527481492,-0.9743451305042689,AB,924,7415.654932788802,3911.922857044832,4385.5490363845465,10,6,CB,177,1,BE,0,1,1,0,500.0,0,INTERNET,2.6936542138425565,macintosh,1,1,0,4
0,0.1,0.1061857870344628,-1,118,40,0.0057697569111065,-1.280946461276174,AB,2965,776.0935580924703,5585.600069840013,4708.469939460168,16,18,CA,203,1,BA,0,1,25,0,1500.0,0,INTERNET,16.638635799596788,linux,1,1,0,3
0,0.9,0.0156286186832385,-1,31,20,0.0108981601166135,-0.7799035575165906,AD,773,6312.914842926919,3997.169429608645,5423.540147324645,36,7,CA,44,1,BB,0,1,15,0,200.0,0,INTERNET,3.166623947182352,linux,1,1,0,1
0,0.6000000000000001,0.6799217498904522,-1,175,50,0.0030328234601387,-0.5098237152218734,AC,1465,6069.945860366976,5161.574515918145,4818.202621594046,0,4,CA,203,0,BA,0,1,-1,1,1000.0,0,INTERNET,1.7615573287578046,linux,1,1,0,2
0,0.4,0.8637929626300048,12,24,40,0.0240319000016082,-0.8226893911739583,AB,1094,5259.245026627332,5178.952534376018,5271.418809328949,1916,6,CA,63,0,BC,0,1,1,0,200.0,0,INTERNET,6.277597597373775,windows,1,1,0,2
0,0.9,0.0194596105327253,49,5,20,0.0121817484962684,-1.0500238485600777,AD,2087,7878.314337945867,2893.772103140607,4974.856650627521,7,17,CA,43,0,BC,0,1,16,0,200.0,0,INTERNET,7.992397731792368,linux,1,1,0,2
0,0.1,0.1731131388823487,-1,37,50,0.0449278103911485,-1.5718393392032293,AB,2615,11041.698826723294,5906.473843276075,4257.238768081912,11,5,CD,115,0,BB,1,1,15,0,200.0,0,INTERNET,24.889206146547608,other,1,1,0,6
0,0.8,0.1381140073996193,118,48,30,0.0147566647379363,-0.9603645715565085,AA,1485,4727.171725012488,4358.634903302461,5135.59156488613,4,17,CA,41,1,BC,1,1,1,0,500.0,1,INTERNET,1.5389958250229232,linux,1,1,0,2
0,0.3,0.3075295769524241,-1,75,20,0.0127337302535187,-1.3135436591016725,AC,3337,7322.974679033346,5585.743989481025,5092.514285673276,0,22,CE,79,1,BC,0,1,-1,0,200.0,0,INTERNET,5.2442937160972685,windows,0,1,0,2
0,0.2,0.0703309976600384,-1,17,50,6.956209103908459,-1.1529068463426768,AC,899,5938.342289852887,5389.732787773908,4883.263684060507,0,6,CA,145,1,BB,0,1,-1,0,500.0,0,INTERNET,17.160250529785632,windows,0,1,0,3
0,0.8,0.5211132020131337,327,9,40,0.0157677221287188,-1.0818360134386475,AB,932,1696.757991537813,2434.742973469398,4922.955414188362,1,6,CA,190,0,BB,0,1,28,0,1500.0,0,INTERNET,15.573583881272205,macintosh,0,1,0,4
0,0.1,0.034635884970484,-1,115,20,0.0233164627051,-0.9829110243376468,AC,887,4030.889769903303,2572.874391214164,3092.4424253544257,0,9,CA,114,1,BB,1,1,-1,1,200.0,0,INTERNET,1.8402932181865788,windows,1,1,0,7
0,0.9,0.1265008229208578,29,3,50,0.0027383456145141,-0.6269857264545142,AC,674,12955.184783728564,7339.426087294692,6363.518533499666,0,6,CA,128,1,BC,0,1,15,0,200.0,0,INTERNET,3.933927430286418,windows,0,1,0,0
0,0.4,0.3588997926863396,-1,55,30,0.0352606165048368,-1.2429444948042965,AB,1155,1513.334972385935,5342.566574866672,4296.720079601725,1647,20,CA,157,1,BB,0,1,15,0,500.0,0,INTERNET,2.6584749657629043,windows,1,1,0,6
0,0.5,0.861945052506109,-1,79,30,0.0138213997385315,-0.0943698035493204,AB,1190,8321.306263090592,5923.933924616385,4418.319710088314,9,13,CA,251,1,BE,1,1,21,0,1500.0,0,INTERNET,13.371217789246623,other,0,1,0,4
0,0.5,0.4001187015355667,23,12,50,0.0248224023548147,-1.6391485225181168,AC,1254,10389.897531743256,5841.032586456197,4788.904077320703,1,5,CD,139,1,BC,1,1,-1,1,200.0,0,INTERNET,2.7753138067400704,other,0,1,0,3
0,0.5,0.8357965995691228,223,40,20,0.0009050428977656,17.445267105357107,AA,654,8296.51249388063,7049.686386173569,5020.072859012758,8,4,CE,71,0,BB,0,1,1,0,200.0,0,INTERNET,3.309304821517652,windows,1,1,0,4
0,0.7000000000000001,0.997196185806102,28,12,30,9.412170305843778,103.9324282782212,AA,2082,7944.37839248514,5297.667559991991,4836.463834144764,1,12,CA,151,1,BC,0,1,26,0,500.0,0,INTERNET,4.560750986562526,linux,0,1,0,4
0,0.4,0.1992580244463515,9,2,30,0.0127683119627211,-0.7351108630271365,AC,2747,4936.477062799856,6866.8481670941455,5779.1245229329525,0,20,CA,162,0,BC,1,1,-1,0,1500.0,0,INTERNET,4.5350242733637165,linux,1,1,0,2
0,0.9,0.1685761127446496,9,6,40,0.0031450908197273,18.028797741376863,AA,1681,8002.423596552227,5548.022447500878,6747.895349927884,32,5,CA,135,0,BC,0,1,1,0,500.0,0,INTERNET,5.172997639504537,linux,0,1,0,0
0,0.6000000000000001,0.997285819388666,-1,33,20,0.0258451797179422,-1.5622193167419989,AB,1997,10082.91483231479,3560.001546050288,5612.516075942941,13,13,CA,36,0,BB,0,1,21,1,200.0,0,INTERNET,5.09774350385166,linux,0,1,0,1
0,0.2,0.1061441154301202,118,15,40,1.1998390123717455,27.19665261934241,AA,2013,2766.0479096822887,4660.419569972171,6707.152897666126,51,7,CA,-59,1,BD,1,1,26,0,200.0,0,INTERNET,8.048800781430973,other,1,1,0,0
0,0.6000000000000001,0.586146714390969,-1,127,60,0.0323559216292084,-0.3728846359504007,AC,4227,3651.735981436342,5989.3909610743385,4929.849708619911,0,3,CA,119,0,BC,1,1,-1,0,200.0,0,INTERNET,3.916632043241038,other,1,1,0,3
0,0.5,0.9170753770636324,-1,45,30,0.0344981408753992,49.992139588107136,AA,1699,2216.377496763707,5647.805216996815,4735.4857069235295,0,8,CA,126,1,BC,0,1,21,0,200.0,0,INTERNET,20.343020037822548,linux,0,1,0,3
0,0.7000000000000001,0.4573127044766974,-1,80,30,0.0078613799077434,7.7596615617720675,AA,1712,7013.619508962092,4310.8687804381225,6636.843199138121,1223,19,CF,46,0,BC,1,0,19,0,200.0,0,INTERNET,2.195812447686865,linux,1,1,0,0
0,0.2,0.6930327774243286,-1,117,40,0.0031002856516208,-0.4779874178095795,AC,1111,2234.6652646336734,2390.5044386508785,3108.060981540155,0,5,CB,186,0,BA,1,1,-1,1,1500.0,0,INTERNET,2.71267451821966,linux,1,1,0,7
0,0.8,0.4005619745787769,35,13,50,0.0242121149881454,-0.387303149677228,AB,535,4646.615102084357,3537.3148365675625,4263.628535165423,10,7,CA,221,0,BB,0,1,28,0,1500.0,0,INTERNET,4.839606671048903,windows,0,1,0,5
0,0.8,0.3128198700827284,-1,230,40,0.0294180429550629,-1.364230855225103,AB,667,6309.825192052336,2794.3200042941808,4176.475809745112,36,7,CA,135,1,BB,1,1,26,0,500.0,1,INTERNET,1.8165229185888627,linux,0,1,0,5
