fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.1,0.1910470877878446,-1,28,30,0.0135559504184874,-1.5042872504780824,AB,1269,1428.0786859104069,4903.8238416510085,4422.408046278066,528,7,CA,117,1,BE,1,1,26,0,200.0,0,INTERNET,4.456408836936374,linux,1,1,0,4
0,0.6000000000000001,0.123564082757601,-1,136,40,0.0143370657997757,-1.9314230342263912,AB,1300,8808.849793899497,6048.214973622068,4664.616169590255,699,4,CC,62,1,BB,0,1,5,1,200.0,0,INTERNET,16.59417159291018,linux,1,1,0,4
0,0.8,0.9974119012268404,-1,125,40,0.0171421778839712,-1.2395333300652782,AB,1020,11270.88347886017,7839.15085165975,5609.344782491217,214,2,CC,-54,0,BB,1,0,11,1,200.0,0,INTERNET,18.456865376582574,linux,0,1,0,1
0,0.9,0.240846627283926,-1,46,40,0.0025427684648237,-0.8025141335271383,AC,996,3827.434394931605,3286.881935917568,3100.150113385272,0,4,CA,120,1,BC,1,1,-1,1,200.0,0,INTERNET,9.368239221759216,linux,1,1,0,7
0,0.1,0.7294463682593484,-1,116,40,0.0316186233770377,48.65108834104807,AA,1537,3800.40197411654,5657.234085492004,4342.796657567883,3,13,CA,186,0,BC,1,1,1,0,500.0,0,INTERNET,3.892257691415866,other,1,1,0,4
0,0.1,0.8489123045573848,-1,108,30,0.0226290893180917,-1.2415821356727197,AC,2740,5115.325695665582,3772.663936081151,5476.047474818709,0,10,CD,100,0,BB,1,1,-1,1,200.0,0,INTERNET,2.234730178137349,linux,1,1,0,1
0,0.1,0.4817412404349424,-1,94,30,0.0185008464674166,27.553480942142965,AA,1620,5513.311461463612,4426.196570470828,5052.715825287566,18,5,CA,133,1,BC,0,1,2,0,200.0,0,INTERNET,2.241048723833494,windows,1,1,0,3
0,0.1,0.8821858370498652,24,24,20,0.0253331871724426,-0.9274655797836172,AB,2803,2816.914368436507,3840.609953576629,3115.016111447676,10,13,CA,91,1,BC,1,1,22,0,200.0,0,INTERNET,9.784568726365627,windows,0,1,0,7
0,0.1,0.5858130013402061,-1,32,30,20.51686755901824,-0.5438133047725768,AC,1290,11517.968407767528,8954.071903729908,5573.031669557839,0,13,CA,79,1,BE,0,1,-1,0,200.0,0,INTERNET,4.455779455453123,other,0,1,0,2
0,0.6000000000000001,0.1225319386652487,-1,32,30,0.0198681684332487,-1.2665797201547813,AC,586,2503.486150257237,5449.105822696841,4842.074582926046,0,10,CA,151,1,BC,0,1,-1,1,200.0,0,INTERNET,8.807916866875193,windows,0,1,0,3
0,0.9,0.9905287549997672,82,9,30,0.0009777698005798,-0.7247091862857612,AC,785,4013.9302823504577,3261.425527154165,3051.3623294425506,1,9,CA,119,0,BB,1,1,-1,0,200.0,0,INTERNET,2.218244816812695,linux,0,1,0,7
0,0.2,0.1164306349249104,28,7,20,0.0133645037244208,-1.01524111277969,AC,2056,7960.420849636288,5523.1081406311605,6237.746755243038,623,15,CB,92,1,BD,0,1,-1,0,200.0,0,INTERNET,9.761458197212246,linux,0,1,0,0
0,0.9,0.0753998740008299,-1,159,20,0.0246395746664828,93.84928150525457,AD,827,3453.843386530406,2941.612170720362,4995.811278024825,10,15,CA,159,0,BE,0,1,25,1,500.0,0,INTERNET,1.6203912874708242,windows,0,1,0,4
0,0.6000000000000001,0.6624702924432145,13,12,30,0.0087677443187011,-0.9746334574108436,AC,409,2013.0273322171463,4691.949387203611,4406.337158994029,0,8,CA,130,1,BB,0,1,-1,0,200.0,0,INTERNET,7.464255970328287,windows,1,1,0,5
0,0.9,0.0104854768391369,94,89,30,0.0146412062767591,-0.7977304344345231,AC,556,2428.120699367233,2664.5578135991627,4278.542649170462,0,13,CA,201,1,BC,0,1,-1,0,1000.0,0,INTERNET,7.485853825164679,other,0,1,0,7
0,0.6000000000000001,0.7595780545763079,-1,29,40,0.0351145380193469,-1.8186817535387416,AC,1060,6281.722979498263,4799.54145493838,4799.10180048379,1,8,CA,206,1,BC,1,1,-1,1,1000.0,0,INTERNET,4.896300268490863,linux,0,1,0,3
0,0.2,0.5820313662895706,175,48,30,0.0085714610544496,26.82803150290764,AC,2343,7595.903992441646,4463.725721719104,4981.164152591721,1,4,CA,114,0,BB,0,1,-1,1,200.0,0,INTERNET,14.157191549947465,other,0,1,0,3
0,0.3,0.0554971508603177,28,5,20,0.0255325673613771,48.857254128789656,AA,2091,9286.129363454844,6006.694662396332,6704.313924214141,3,13,CA,134,1,BC,0,1,1,0,200.0,0,INTERNET,7.322013117290092,linux,1,1,0,0
0,0.4,0.8625915291789071,-1,32,30,0.0101987755262646,-0.953331307932997,AC,1230,2461.537440434728,4998.955276704687,5155.5137266767215,0,4,CF,70,1,BC,0,1,-1,0,200.0,0,INTERNET,3.516144185868264,linux,0,0,0,2
0,0.2,0.7615119855037196,32,8,30,1.168630257581436,-1.0792391522191536,AC,1819,1639.5927662502047,3151.9094926678663,4082.715156522945,0,13,CA,158,0,BB,0,0,-1,0,200.0,0,INTERNET,7.797635417016653,linux,1,1,0,6
0,0.7000000000000001,0.1179917288174107,-1,61,40,0.0253833620409424,26.149894769994965,AA,1106,14957.890952662088,6124.856818092699,4850.703218685723,353,4,CF,93,1,BA,1,1,28,1,200.0,0,INTERNET,4.775183329754702,linux,1,1,0,3
0,0.1,0.663212319041397,-1,158,20,0.0206605203723792,-1.4126724201909082,AC,365,10112.87319102026,5880.45153782842,6817.373234802376,6,18,CA,64,0,BE,0,1,-1,0,200.0,0,INTERNET,8.715598744151126,other,1,1,0,0
0,0.4,0.1978956085191601,-1,99,30,0.9841135974460072,-1.431829763418974,AC,1677,8311.829914871128,6206.052123237133,5282.190960394779,0,14,CA,81,1,BC,0,1,-1,0,200.0,0,INTERNET,9.242493926555044,linux,1,1,0,1
0,0.8,0.7016900500305538,28,11,20,0.0281819795563822,-0.9830884631762722,AB,1100,4299.095236128017,3211.166613105949,4990.774528001438,658,11,CA,121,0,BB,0,1,21,1,200.0,0,INTERNET,5.742264489342652,other,0,1,0,2
0,0.6000000000000001,0.775542720959871,-1,50,20,0.0062938681752123,-1.389011756785372,AC,1984,7798.873944846794,5828.215316010575,5618.284749110821,0,14,CA,122,1,BE,0,1,-1,0,200.0,0,INTERNET,3.770865093258666,other,1,1,0,1
0,0.9,0.2633040066483352,54,9,30,0.0106718178475561,-1.2820170560018864,AB,901,6012.474740936192,4974.056591456491,4302.576701265988,13,13,CA,113,1,BB,1,1,1,0,200.0,0,INTERNET,1.0668351819013433,other,1,1,0,5
0,0.9,0.8198374034196879,149,7,20,19.511846347498008,35.38145721372587,AA,1680,3813.915637466287,3492.199670121133,5155.737275761503,3,17,CA,92,1,BB,1,1,1,0,500.0,0,INTERNET,5.025169511205589,linux,1,1,0,3
0,0.1,0.7087547339403427,-1,30,30,0.0087157966608958,-1.0354882189242898,AB,1237,12506.619435593357,6791.9894793871445,5634.808533622799,10,13,CB,113,1,BE,0,1,15,0,200.0,0,INTERNET,6.726706632996339,other,0,1,0,2
0,0.4,0.4814205465591808,-1,59,40,0.0140043230285785,-1.6622393286657404,AB,3209,3179.316192429221,4727.726280237685,4309.075743704743,15,3,CA,97,0,BC,0,1,19,1,200.0,0,INTERNET,2.83090072207598,linux,1,1,0,6
1,0.9,0.39274434016846,-1,28,30,0.0411051334132476,-0.7526031902994754,AB,782,851.1958682808067,3238.096896961576,3106.879357039815,1,4,CA,276,1,BC,0,1,15,0,1000.0,0,INTERNET,7.81752232568545,other,1,1,0,7
0,0.9,0.8717300024273555,-1,34,50,0.0218199714645983,-0.8812667547779917,AB,562,2710.902251181209,3261.837552330614,4183.560877980634,10,9,CA,279,1,BB,0,1,28,1,1500.0,0,INTERNET,8.57147493050666,windows,1,1,0,6
0,0.1,0.479646949567863,50,13,20,0.006020780400722,13.344920239202738,AA,783,7420.128021598476,7951.538425534045,4925.974874477152,2,7,CF,90,0,BC,0,1,6,1,200.0,0,INTERNET,5.13510454635182,linux,1,1,0,3
0,0.8,0.929818839663317,49,11,40,0.0192926616386041,-0.9783600218146952,AB,4157,5170.971574140147,5020.617721509476,6359.216685855181,2,5,CA,41,0,BC,1,0,30,0,200.0,0,INTERNET,15.182391351625252,linux,1,1,0,0
0,0.2,0.166582305571399,-1,32,40,0.0183718081511909,18.788031485148498,AA,924,5087.43493591141,4280.542926706483,4806.547646839393,1,8,CA,98,0,BC,0,0,1,0,200.0,0,INTERNET,12.006796962231322,windows,1,1,0,4
0,0.1,0.7420716444084758,-1,63,30,0.005383153650153,-1.375228791011924,AB,1382,3381.116345859909,2918.353359480084,4293.403657161974,9,4,CA,67,1,BE,0,1,28,0,200.0,0,INTERNET,1.8885293236692788,linux,1,1,0,6
0,0.7000000000000001,0.4025039479531774,-1,252,10,0.0044803570484065,-1.0560608593332992,AC,1253,3858.039910538363,5540.579441853703,4285.728803874344,0,7,CA,186,1,BA,0,1,-1,0,500.0,0,INTERNET,14.432543554737002,windows,1,1,0,4
0,0.1,0.6090389861093505,-1,101,30,0.0167554721500261,-1.6173277364828529,AB,1247,4977.6586421140255,6171.212142928044,5158.685535056032,1958,17,CF,97,0,BB,1,1,28,0,200.0,0,INTERNET,9.967971087107236,linux,0,1,0,2
0,0.6000000000000001,0.5721773352050507,179,9,20,0.0275608549742861,-1.4560452677856084,AC,1315,5678.842050837733,3428.2135187766444,5447.992061626555,0,15,CA,183,1,BC,1,1,-1,1,1000.0,0,INTERNET,1.5044700263662196,linux,0,1,0,1
0,0.8,0.554762943682559,11,4,20,0.009741877895383,-0.5755679314601074,AC,585,4458.411767382382,3242.707050630833,3196.0459126827386,1,9,CA,193,0,BE,0,1,-1,0,200.0,0,INTERNET,3.052862806694411,macintosh,0,1,0,7
0,0.9,0.6809458592842222,-1,361,40,0.0290421178495627,16.79316519711736,AA,1892,8229.12229474377,4032.2197754934,5248.291829969339,271,14,CB,88,1,BE,1,1,30,0,200.0,0,INTERNET,4.981319439718634,other,1,1,0,2
0,0.9,0.998226262777096,-1,54,30,0.0046416317759347,50.58826918491138,AA,915,13475.288867212636,6831.113312845957,5675.567019934108,616,19,CA,57,1,BE,1,0,15,1,200.0,0,INTERNET,4.665001514451175,macintosh,0,1,0,2
0,0.2,0.438964925518408,-1,255,20,0.0072203589386049,-1.0097299427443438,AB,1146,6303.978827647484,3951.266843856724,6306.478002722246,48,6,CA,102,0,BE,1,1,20,0,200.0,0,INTERNET,5.871967167581139,windows,0,1,0,0
0,0.9,0.7207360833503245,-1,186,20,0.0076382964526915,-1.1465664727552307,AB,2664,5367.055179083652,3263.3766691233104,4366.4975360531125,14,10,CA,218,1,BB,0,1,1,0,1500.0,0,INTERNET,2.166767771473904,windows,1,1,0,5
0,0.8,0.5339711420053582,-1,49,30,0.9100932998779262,50.06251674904701,AA,1164,4865.8753275982735,4123.865586711071,4325.746870028966,21,15,CB,181,0,BE,1,1,7,1,1500.0,0,INTERNET,57.43046871556864,other,1,1,0,0
0,0.6000000000000001,0.9068796002236964,-1,113,20,0.0276528686404606,-1.0708839950221227,AB,1096,1854.9790421777536,3896.629257094301,4292.541954689333,1,11,CA,286,0,BB,1,1,25,0,500.0,1,INTERNET,16.833371343588475,linux,0,1,0,5
0,0.6000000000000001,0.1321150876612933,-1,42,50,0.0316719832842352,-1.53770967225687,AD,1364,5954.847667861446,4665.894522540538,5941.825735399306,198,4,CA,236,1,BA,0,1,1,0,1500.0,0,INTERNET,6.6333438146200345,linux,1,1,0,0
0,0.2,0.785375892660212,-1,199,20,0.0419779471903824,18.51216180218062,AA,2276,4110.630631590328,4219.893135696506,3936.901721945392,29,4,CA,102,1,BE,0,1,1,0,200.0,0,INTERNET,2.3007995406793222,linux,1,1,0,6
0,0.9,0.1063239137115995,-1,160,30,0.0103397630123822,-0.7504577649076061,AC,1576,5293.889744456448,6488.0928091375245,6701.177812931938,0,5,CB,280,1,BA,0,1,-1,0,990.0,0,INTERNET,1.1224509311468998,macintosh,0,1,0,0
0,0.1,0.2288708658943538,-1,19,20,1.890166272358272,-1.0286624435423202,AC,1466,9267.69409049185,4792.870965769015,6026.580358414083,0,5,CE,83,0,BE,0,1,-1,0,200.0,0,INTERNET,5.219716069909311,macintosh,1,1,0,0
0,0.9,0.0978795271497843,305,23,40,0.0271713683943715,27.704166638580222,AA,1389,6283.759181214779,3997.143856720652,5026.051358033117,19,6,CA,205,0,BC,0,1,21,0,200.0,0,INTERNET,4.578330021155305,other,0,1,0,4
0,0.8,0.8603140326847648,81,145,50,2.944553075733252,24.68496176822055,AA,982,9125.769164053154,6782.614610768484,5341.685870378996,2,1,CE,52,0,BA,1,0,10,0,200.0,0,INTERNET,0.8095908492522382,windows,1,1,0,1
0,0.8,0.2683996136117326,-1,31,40,0.0338205457188699,-0.6545768943450114,AA,2021,999.774133799363,3253.0180098312803,3165.9551604074213,7,4,CA,208,1,BC,1,1,1,0,200.0,0,INTERNET,3.1899292943280155,linux,1,1,0,7
0,0.1,0.8962332253890426,11,9,20,0.0061029566323178,-0.3343637555678627,AC,4231,1842.5681596785644,5451.228067181123,6667.699237239635,0,6,CA,2,0,BC,0,1,-1,0,200.0,0,INTERNET,40.08833100459694,linux,1,1,0,0
0,0.9,0.7277107608958221,30,47,20,0.0130784161114468,35.81957078817243,AA,1109,7921.669293472513,5956.368845780263,6328.777288609901,41,10,CA,49,0,BC,0,1,31,0,200.0,0,INTERNET,5.435198499154804,other,1,1,0,0
0,0.3,0.0395795005129589,-1,64,30,0.0205685552093321,-1.431265150658755,AC,1200,4151.512204484605,3132.7626624152376,3181.800807233765,2,10,CA,26,0,BC,0,1,-1,0,200.0,0,INTERNET,19.04120177249057,other,1,1,0,7
0,0.8,0.0978370124096592,-1,127,20,2.808488422159787,-1.0961161082861834,AB,1574,3443.5629721962355,7251.386141445465,5361.346254594815,13,14,CB,5,1,BE,0,1,30,0,200.0,0,INTERNET,26.848092549434533,macintosh,0,1,0,1
0,0.9,0.9963270490232836,30,27,40,12.942989808460258,9.777496035385807,AA,889,3920.969899065057,3904.664101877689,3086.1594257820025,9,6,CA,86,1,BC,1,1,29,0,200.0,0,INTERNET,5.252842806904592,linux,1,1,0,7
0,0.9,0.6600566116799477,-1,114,40,0.0024515834038769,-1.1435658020226347,AC,723,5066.7666799771205,4371.5747815346895,4416.457406344675,0,12,CB,129,1,BA,1,1,-1,1,200.0,0,INTERNET,1.0362406699879585,other,0,1,0,6
0,0.8,0.8845658883054681,-1,172,40,0.0212324854181085,-0.6263459201483068,AB,1744,6347.675907102904,4851.086430607823,4926.5239155426725,5,8,CA,73,0,BC,1,1,3,1,1500.0,0,INTERNET,5.4506283551728165,linux,0,1,0,3
0,0.7000000000000001,0.99841271546234,-1,86,20,17.14591489666219,-0.7716423530303743,AC,1800,5318.1049551011165,5801.345903195835,4434.55026275214,0,9,CA,18,1,BE,0,1,28,0,200.0,0,INTERNET,5.576510729244933,other,1,1,0,6
0,0.9,0.1049561676488558,-1,76,40,0.0110861388370728,50.73244683924639,AA,1981,2541.188062084308,6008.215567032312,4969.3018106985855,1312,3,CA,151,0,BC,0,1,28,0,1500.0,0,INTERNET,5.298497780579289,other,1,1,0,6
0,0.4,0.7990397146806171,27,25,20,0.0267782085109437,-1.147031428853084,AB,1695,7115.650455723034,4283.9517932351855,5029.259784569262,11,19,CA,103,1,BC,0,1,1,0,200.0,0,INTERNET,5.225676547365183,linux,1,1,0,4
0,0.6000000000000001,0.7505305108152714,-1,42,30,0.0324152419746063,-1.5868414713913186,AB,814,8257.179375012758,5502.701749731452,4718.132898041818,8,11,CA,247,1,BB,0,1,21,0,1500.0,0,INTERNET,13.310617914814095,linux,1,1,0,3
0,0.9,0.4797970505283903,23,19,30,0.020639117559039,-0.4593731266289932,AC,693,3649.470861696496,6415.135321090226,5411.883450607264,0,8,CA,152,0,BC,1,1,-1,1,1500.0,0,INTERNET,4.281459891638175,other,1,1,0,1
0,0.8,0.1084554644529147,-1,216,40,0.037032742934363,-1.2116395277630136,AB,898,887.258029770319,5861.122048808926,5593.720798613265,774,7,CA,192,0,BA,1,0,6,0,1000.0,0,INTERNET,20.788930374370302,linux,0,1,0,2
0,0.1,0.3472481570606718,-1,135,40,0.0077295718507131,-1.2864255045608264,AC,1311,6949.193403835995,4912.621819250271,5691.984531335752,0,14,CA,40,1,BB,0,1,-1,1,200.0,0,INTERNET,4.233146230097212,windows,0,1,0,2
0,0.7000000000000001,0.1062215906173342,-1,190,50,0.0048056548017828,28.125483585934145,AA,1846,3023.6217885291217,6744.999077697356,5658.169342712162,45,14,CA,64,0,BB,0,1,10,0,200.0,0,INTERNET,8.386972724728595,linux,0,1,0,2
0,0.6000000000000001,0.286865223602523,-1,29,40,0.0288706528272041,-0.7704061756168047,AD,859,3083.370183003709,3518.6945325039296,3782.238288190031,15,9,CA,125,0,BC,0,1,1,0,200.0,0,INTERNET,3.2832047351316898,windows,1,1,0,6
0,0.7000000000000001,0.4907254072611811,12,9,20,1.2162322738002318,-0.8740305694360371,AC,1656,11864.089599374907,7944.158649271131,5518.034603217219,7,11,CB,115,0,BE,0,1,-1,0,200.0,0,INTERNET,41.90370010708202,windows,1,1,0,2
0,0.1,0.1598217001853467,12,1,20,0.2941778660432269,-1.7953332498078771,AC,1179,3598.938639107477,4793.2475902298,5362.185878143039,1,9,CA,134,1,BC,0,1,-1,0,200.0,0,INTERNET,11.111009548858153,linux,1,1,0,2
0,0.1,0.7037147549714403,-1,148,20,30.344681721805262,19.02428227717064,AA,3003,1825.838333017616,4352.8041895783135,6340.897346548196,1629,8,CE,-57,1,BB,1,1,28,0,200.0,0,INTERNET,4.140611820381535,linux,0,1,0,3
0,0.1,0.7701700793204378,-1,94,30,0.0118858024104238,-0.550905165572239,AB,1784,9351.6224886624,5600.878921527996,4473.374991259883,1,8,CA,332,1,BA,1,1,28,0,1500.0,0,INTERNET,3.8597881101818015,windows,1,1,0,4
0,0.6000000000000001,0.1360812298806151,-1,48,30,0.0164323540160713,-0.3951855400608235,AB,1232,4402.815148263159,2160.7441859525966,3799.374637851584,6,6,CA,128,1,BC,1,1,30,0,200.0,0,INTERNET,1.702119903131074,windows,1,1,0,7
0,0.9,0.8039539948068389,-1,34,40,0.0067540987793301,-1.3226541136160808,AB,3889,8278.745740550423,6946.2950062312975,6728.547604492246,7,9,CB,22,1,BD,0,1,25,0,200.0,0,INTERNET,3.7600901826924895,other,1,1,0,0
0,0.7000000000000001,0.8625331029300355,-1,187,30,0.0097757807730335,-1.2660991538319557,AB,816,1378.4066448959986,4119.271360051665,4356.249074427059,0,10,CA,202,1,BE,1,1,1,0,200.0,0,INTERNET,15.37940666712904,windows,0,1,0,6
0,0.6000000000000001,0.7322325981703194,-1,54,30,0.0341114642433306,-1.3502567566468302,AB,1296,222.87047152838767,4796.022045843582,3546.9454174444013,36,8,CA,63,0,BE,1,0,20,0,200.0,0,INTERNET,5.819703633386951,other,0,1,0,4
0,0.9,0.4179128064867408,-1,46,30,0.0009080788044737,-0.7757694365293035,AB,1282,7831.036234774007,5923.189501724783,4791.812987405502,20,11,CA,158,0,BA,0,1,25,1,500.0,0,INTERNET,4.020440565307846,linux,0,1,0,3
0,0.6000000000000001,0.3655163736019609,-1,187,30,0.0046700780517553,-0.5324158906657278,AC,830,2421.570287417079,3474.4584595251345,4837.4844156496165,0,13,CA,278,1,BC,1,1,-1,0,1500.0,0,INTERNET,4.061785242684825,linux,1,1,0,4
0,0.9,0.9971629229698428,200,4,50,0.0052572738878663,-0.9509762595200764,AD,340,5699.76171579828,6114.153730836827,4930.3013372268015,9,3,CA,159,0,BA,0,1,15,0,500.0,0,INTERNET,1.5438867451990006,windows,0,1,0,4
0,0.9,0.8464446634237714,-1,156,30,0.0058892461944,-0.2607774464112157,AD,1028,14611.491941682423,5079.405668834487,5613.397613826891,16,13,CA,114,1,BB,1,1,15,0,200.0,0,INTERNET,10.74647472484977,windows,1,1,0,2
0,0.4,0.1894261484224081,-1,237,20,0.0093505552598659,-1.8246521435025893,AD,6108,6002.095545302093,7868.385566102171,6047.709155184472,24,15,CF,-20,0,BE,0,1,28,1,200.0,0,INTERNET,4.834538653773818,other,1,1,0,0
0,0.7000000000000001,0.0773909853791828,106,105,60,72.36050494768936,-1.016608482479709,AC,926,4323.045684399994,4715.81568163721,5423.170868547364,0,13,CA,28,1,BC,0,1,-1,0,200.0,0,INTERNET,49.301382680231896,other,0,2,0,1
0,0.6000000000000001,0.3338319236228614,10,7,50,0.011065208120839,26.93641043365365,AA,1703,14278.00461160445,6531.6881543259815,6717.65655529025,37,7,CA,185,0,BB,1,1,28,1,1000.0,0,INTERNET,1.9054941507135608,other,1,1,0,0
0,0.2,0.6394279631497156,-1,152,20,0.003154723945017,-0.798803203161416,AB,1816,8202.54392639627,4042.6658364844,4768.445682483527,52,18,CB,163,1,BE,0,0,5,0,500.0,0,INTERNET,5.880726566318844,linux,0,1,0,3
0,0.9,0.0023659197885217,-1,19,30,2.789570944957326,-0.8520096296116685,AB,4393,5890.844823041422,4987.065510249166,5608.468488495703,15,13,CB,84,1,BA,0,1,30,1,200.0,0,INTERNET,4.617101762166572,linux,1,1,0,3
0,0.7000000000000001,0.410233706896161,26,10,40,0.0124995029927208,-1.2235305521997717,AB,3683,1252.6875357793954,3793.047698644411,6005.451526697355,6,15,CB,76,0,BB,0,1,16,0,200.0,0,INTERNET,8.747531067609946,linux,1,1,0,0
0,0.1,0.2432273648021563,-1,52,20,0.012594037204748,-1.0868136861056716,AC,2937,3552.294449250393,2909.999358233228,3001.1724905919405,0,13,CA,146,0,BB,0,1,-1,0,200.0,0,INTERNET,6.796054987989402,linux,1,1,0,7
0,0.4,0.4950822542090722,-1,41,20,0.0193584183490048,-0.8772660771209025,AB,3082,2926.5366194727203,3118.258497915722,4202.977822193999,1929,11,CA,102,1,BB,0,1,1,0,200.0,0,INTERNET,9.264595781657777,windows,1,1,0,5
